season,week,asof_date,team_id,team_abbr,team_name,rank,previous,points
2023,1,2022-10-17,153,unc,North Carolina Tar Heels,1,0,1532.0
2023,1,2022-10-17,2250,gonz,Gonzaga Bulldogs,2,0,1479.0
2023,1,2022-10-17,248,hou,Houston Cougars,3,0,1404.0
2023,1,2022-10-17,96,uk,Kentucky Wildcats,4,0,1364.0
2023,1,2022-10-17,2305,ku,Kansas Jayhawks,5,0,1200.0
2023,1,2022-10-17,239,bay,Baylor Bears,5,0,1200.0
2023,1,2022-10-17,150,duke,Duke Blue Devils,7,0,1168.0
2023,1,2022-10-17,26,ucla,UCLA Bruins,8,0,1093.0
2023,1,2022-10-17,156,crei,Creighton Bluejays,9,0,1060.0
2023,1,2022-10-17,8,ark,Arkansas Razorbacks,10,0,1026.0
2023,1,2022-10-17,2633,tenn,Tennessee Volunteers,11,0,880.0
2023,1,2022-10-17,251,tex,Texas Longhorns,12,0,844.0
2023,1,2022-10-17,84,iu,Indiana Hoosiers,13,0,745.0
2023,1,2022-10-17,2628,tcu,TCU Horned Frogs,14,0,735.0
2023,1,2022-10-17,2,aub,Auburn Tigers,15,0,623.0
2023,1,2022-10-17,222,vill,Villanova Wildcats,16,0,578.0
2023,1,2022-10-17,12,ariz,Arizona Wildcats,17,0,543.0
2023,1,2022-10-17,258,uva,Virginia Cavaliers,18,0,462.0
2023,1,2022-10-17,21,sdsu,San Diego State Aztecs,19,0,394.0
2023,1,2022-10-17,333,ala,Alabama Crimson Tide,20,0,281.0
2023,1,2022-10-17,2483,ore,Oregon Ducks,21,0,260.0
2023,1,2022-10-17,130,mich,Michigan Wolverines,22,0,229.0
2023,1,2022-10-17,356,ill,Illinois Fighting Illini,23,0,215.0
2023,1,2022-10-17,2168,day,Dayton Flyers,24,0,170.0
2023,1,2022-10-17,2641,ttu,Texas Tech Red Raiders,25,0,122.0
2023,2,2022-11-14,153,unc,North Carolina Tar Heels,1,1,1543.0
2023,2,2022-11-14,2250,gonz,Gonzaga Bulldogs,2,2,1497.0
2023,2,2022-11-14,248,hou,Houston Cougars,3,3,1439.0
2023,2,2022-11-14,96,uk,Kentucky Wildcats,4,4,1394.0
2023,2,2022-11-14,239,bay,Baylor Bears,5,5,1253.0
2023,2,2022-11-14,2305,ku,Kansas Jayhawks,6,5,1218.0
2023,2,2022-11-14,150,duke,Duke Blue Devils,7,7,1216.0
2023,2,2022-11-14,26,ucla,UCLA Bruins,8,8,1138.0
2023,2,2022-11-14,8,ark,Arkansas Razorbacks,9,10,1059.0
2023,2,2022-11-14,156,crei,Creighton Bluejays,10,9,1036.0
2023,2,2022-11-14,251,tex,Texas Longhorns,11,12,932.0
2023,2,2022-11-14,84,iu,Indiana Hoosiers,12,13,867.0
2023,2,2022-11-14,2,aub,Auburn Tigers,13,15,724.0
2023,2,2022-11-14,12,ariz,Arizona Wildcats,14,17,694.0
2023,2,2022-11-14,2628,tcu,TCU Horned Frogs,15,14,630.0
2023,2,2022-11-14,258,uva,Virginia Cavaliers,16,18,590.0
2023,2,2022-11-14,21,sdsu,San Diego State Aztecs,17,19,524.0
2023,2,2022-11-14,333,ala,Alabama Crimson Tide,18,20,436.0
2023,2,2022-11-14,356,ill,Illinois Fighting Illini,19,23,316.0
2023,2,2022-11-14,130,mich,Michigan Wolverines,20,22,308.0
2023,2,2022-11-14,2168,day,Dayton Flyers,21,24,280.0
2023,2,2022-11-14,2633,tenn,Tennessee Volunteers,22,11,264.0
2023,2,2022-11-14,2641,ttu,Texas Tech Red Raiders,23,25,190.0
2023,2,2022-11-14,245,ta&m,Texas A&M Aggies,24,0,131.0
2023,2,2022-11-14,41,conn,UConn Huskies,25,0,124.0
2023,3,2022-11-21,153,unc,North Carolina Tar Heels,1,1,1541.0
2023,3,2022-11-21,248,hou,Houston Cougars,2,3,1499.0
2023,3,2022-11-21,2305,ku,Kansas Jayhawks,3,6,1396.0
2023,3,2022-11-21,251,tex,Texas Longhorns,4,11,1377.0
2023,3,2022-11-21,258,uva,Virginia Cavaliers,5,16,1279.0
2023,3,2022-11-21,2250,gonz,Gonzaga Bulldogs,6,2,1273.0
2023,3,2022-11-21,239,bay,Baylor Bears,7,5,1102.0
2023,3,2022-11-21,150,duke,Duke Blue Devils,8,7,1057.0
2023,3,2022-11-21,8,ark,Arkansas Razorbacks,9,9,1038.0
2023,3,2022-11-21,156,crei,Creighton Bluejays,10,10,1004.0
2023,3,2022-11-21,84,iu,Indiana Hoosiers,11,12,932.0
2023,3,2022-11-21,127,msu,Michigan State Spartans,12,0,825.0
2023,3,2022-11-21,2,aub,Auburn Tigers,13,13,737.0
2023,3,2022-11-21,12,ariz,Arizona Wildcats,14,14,725.0
2023,3,2022-11-21,96,uk,Kentucky Wildcats,15,4,685.0
2023,3,2022-11-21,356,ill,Illinois Fighting Illini,16,19,673.0
